nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C)
196,5,H,BUW,salix_stem,2,H11,3.323,,589,EliseLabAboveTray2_95.raw,5.961524,-1.932561253,5.19606,-29.55025877,3.323,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.067972745,1.426454741,2.045523472,42.92671504,20.98568685,-2.118512576,-30.0551651,0.366,-2.118512576,0.365480574,-0.000519426,20.45523472,-0.106249721,-5.194255789,1.077,-30.0551651,1.078175683,0.001175683,429.2671504,5.046820822,11.75682979
197,5,A,SUW,salix_leaf,2,H12,3.354,,590,EliseLabAboveTray2_96.raw,3.476857,0.289440767,5.3437225,-29.44368706,3.354,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.039642802,1.466991969,1.181955926,43.73857989,37.00525452,0.103489443,-29.94859339,0.366,0.103489443,0.366291416,0.000291416,11.81955926,0.034444102,2.914161264,1.077,-29.94859339,1.078292869,0.001292869,437.3857989,5.65482567,12.92869061
,,,,,,,,PEACH,591,peach 2418u.raw,5.792587,2.83621955,4.03041625,-24.79509052,2.418,6.137243786,2.165951323,4.158820464,-25.52509367,2.481428571,2.481428571,0.011401907,0.274526226,0.066046541,1.106454961,2.731453306,45.75909683,16.75265571,2.650268227,-25.29999685,0.366,2.650268227,0.367220757,0.001220757,27.31453306,0.333444208,12.20757489,1.077,-25.29999685,1.083404188,0.006404188,457.5909683,29.3049869,64.04188222
198,5,B,SUD,salix_leaf,3,A1,3.192,,595,EliseLabAboveTray3_1.raw,5.3077095,-5.35890478,5.1718455,-27.85818715,3.192,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.062560291,1.435897415,1.959908859,44.98425484,22.95221772,-5.156257805,-29.25220707,0.366,-5.156257805,0.364372034,-0.001627966,19.59908859,-0.319066403,-16.27965513,1.077,-29.25220707,1.079058608,0.002058608,449.8425484,9.260492531,20.5860752
199,5,C,SCW,salix_leaf,3,A2,3.654,,596,EliseLabAboveTray3_2.raw,4.8783985,-6.425620198,5.6701275,-29.31486409,3.654,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.057500138,1.574239102,1.57362173,43.08262458,27.37800563,-6.222973223,-30.70888401,0.366,-6.222973223,0.363982761,-0.002017239,15.7362173,-0.317437151,-20.17239243,1.077,-30.70888401,1.077456849,0.000456849,430.8262458,1.968223855,4.568486423
200,5,D,BUD,salix_leaf,3,A3,3.195,,597,EliseLabAboveTray3_3.raw,6.953891,0.191904281,5.194967,-27.77502785,3.195,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.081963311,1.442316806,2.565361839,45.14293603,17.59710282,0.394551257,-29.16904776,0.366,0.394551257,0.366397628,0.000397628,25.65361839,0.102005957,3.976279493,1.077,-29.16904776,1.079150048,0.002150048,451.4293603,9.705946817,21.50047753
201,5,F,BCW,salix_leaf,3,A4,3.205,,598,EliseLabAboveTray3_4.raw,6.0793505,-2.079533306,5.1804385,-28.13592011,3.205,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.071655379,1.438283152,2.23573725,44.8762294,20.0722287,-1.876886331,-29.52994002,0.366,-1.876886331,0.365568748,-0.000431252,22.3573725,-0.096416597,-4.312519157,1.077,-29.52994002,1.078753217,0.001753217,448.762294,7.867776625,17.53216955
202,5,G,SCD,salix_leaf,3,A5,3.982,,599,EliseLabAboveTray3_5.raw,6.170294,-4.205043857,6.076798,-26.78290988,3.982,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.072727301,1.687146017,1.826401333,42.36931234,23.19824869,-4.002396882,-28.17692979,0.366,-4.002396882,0.364793107,-0.001206893,18.26401333,-0.220427175,-12.06893422,1.077,-28.17692979,1.080240947,0.003240947,423.6931234,13.73166895,32.40946852
203,5,G,SCD,lichen,3,A6,3.473,,600,EliseLabAboveTray3_6.raw,6.2023075,-0.45256592,4.8512445,-26.51450392,3.473,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.073104634,1.346886606,2.104941954,38.78164718,18.4240934,-0.249918945,-27.90852383,0.366,-0.249918945,0.366162453,0.000162453,21.04941954,0.034195416,1.624530128,1.077,-27.90852383,1.080536073,0.003536073,387.8164718,13.71347263,35.36072763
204,6,A,SCD,equisetum,3,A7,3.453,,601,EliseLabAboveTray3_7.raw,7.598264,1.325609731,4.676601,-26.22038644,3.453,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.089558331,1.29839905,2.59363832,37.60205764,14.49780308,1.528256706,-27.61440635,0.366,1.528256706,0.366811328,0.000811328,25.9363832,0.210429145,8.113280244,1.077,-27.61440635,1.080859468,0.003859468,376.0205764,14.51239295,38.5946777
205,6,B,BUD,equisetum,3,A8,3.079,,602,EliseLabAboveTray3_8.raw,4.535203,2.712289248,4.146359,-25.21419216,3.079,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.053455001,1.151184073,1.736115666,37.38824531,21.5355728,2.914936223,-26.60821207,0.366,2.914936223,0.367317336,0.001317336,17.36115666,0.228704786,13.17336111,1.077,-26.60821207,1.081965806,0.004965806,373.8824531,18.5662784,49.65806296
206,6,C,SUD,equisetum,3,A9,2.869,,603,EliseLabAboveTray3_9.raw,3.14529725,1.023511505,3.3346995,-26.70349744,2.869,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.037072622,0.925837091,1.292179243,32.27037611,24.97360662,1.22615848,-28.09751735,0.366,1.22615848,0.36670109,0.00070109,12.92179243,0.090593368,7.010897979,1.077,-28.09751735,1.080328265,0.003328265,322.7037611,10.74043642,33.28265028
207,6,D,SCW,equisetum,3,A10,3.559,,604,EliseLabAboveTray3_10.raw,5.3669695,0.419575414,4.1076505,-26.77398627,3.559,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.06325877,1.140437148,1.77743101,32.04375241,18.02812724,0.62222239,-28.16800618,0.366,0.62222239,0.366480708,0.000480708,17.7743101,0.085442463,4.807076218,1.077,-28.16800618,1.080250759,0.003250759,320.4375241,10.41665117,32.50758848
208,6,E,BCW,equisetum,3,A11,3.712,,605,EliseLabAboveTray3_11.raw,7.2487755,1.515283642,4.6214145,-26.29358482,3.712,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.085439021,1.283077217,2.301697763,34.56565779,15.01746161,1.717930618,-27.68760473,0.366,1.717930618,0.366880542,0.000880542,23.01697763,0.202674047,8.805415323,1.077,-27.68760473,1.080778983,0.003778983,345.6565779,13.06230385,37.78983155
209,6,G,SUW,equisetum,3,A12,3.858,,606,EliseLabAboveTray3_12.raw,6.887241,1.078378036,4.6814495,-25.75246267,3.858,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.081177728,1.299745175,2.104140184,33.68961054,16.01110553,1.281025012,-27.14648258,0.366,1.281025012,0.366721111,0.000721111,21.04140184,0.151731881,7.211110827,1.077,-27.14648258,1.081373966,0.004373966,336.8961054,14.73572116,43.73966017
,,,,,,,,PEACH,607,peach 3101u.raw,7.539828,2.12318216,5.001571,-24.55230988,3.101,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.088869565,1.388622856,2.865835685,44.77984056,15.62540407,2.325829135,-25.9463298,0.366,2.325829135,0.367102368,0.001102368,28.65835685,0.315920513,11.02367853,1.077,-25.9463298,1.082693551,0.005693551,447.7984056,25.49562938,56.93550727
210,6,A,SCD,bryophyte,3,B1,3.264,,608,EliseLabAboveTray3_13.raw,2.3853005,-4.440398769,4.408452,-27.80739159,3.264,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.028114782,1.223950876,0.861359728,37.49849497,43.53407034,-4.237751793,-29.2014115,0.366,-4.237751793,0.36470722,-0.00129278,8.613597276,-0.111354854,-12.927799,1.077,-29.2014115,1.079114461,0.002114461,374.9849497,7.928911575,21.14461282
211,6,B,BUD,bryophyte,3,B2,3.269,,609,EliseLabAboveTray3_14.raw,2.59139525,7.790823893,4.3559945,-27.86831633,3.269,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.030543955,1.209386715,0.934351638,36.99561686,39.5949612,7.993470868,-29.26233624,0.366,7.993470868,0.369170481,0.003170481,9.343516381,0.296234458,31.70481496,1.077,-29.26233624,1.07904747,0.00204747,369.9561686,7.574740393,20.47469683
212,6,C,SUD,bryophyte,3,B3,3.126,,610,EliseLabAboveTray3_15.raw,2.9067975,2.638984172,4.262299,-27.49531325,3.126,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.034261501,1.183373346,1.096017322,37.8558332,34.53944792,2.841631148,-28.88933316,0.366,2.841631148,0.367290587,0.001290587,10.96017322,0.141450544,12.90586756,1.077,-28.88933316,1.079457615,0.002457615,378.558332,9.303505695,24.57614827
213,6,D,SCW,bryophyte,3,B4,3.956,,611,EliseLabAboveTray3_16.raw,3.446667,-0.685117201,5.0282045,-26.8698287,3.956,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.040624772,1.39601731,1.026915376,35.28860742,34.36369563,-0.482470226,-28.26384861,0.366,-0.482470226,0.366077592,7.76E-05,10.26915376,0.007968039,0.775919776,1.077,-28.26384861,1.080145375,0.003145375,352.8860742,11.09958983,31.45374849
214,6,E,BCW,bryophyte,3,B5,3.331,,612,EliseLabAboveTray3_17.raw,2.6527585,-1.032695817,4.496972,-28.05972523,3.331,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.031267224,1.248527333,0.938673799,37.48205743,39.93086573,-0.830048842,-29.45374515,0.366,-0.830048842,0.365950756,-4.92E-05,9.386737989,-0.004622435,-0.492443215,1.077,-29.45374515,1.078837,0.001837,374.8205743,6.885453073,18.36999766
215,6,F,BUW,bryophyte,3,B6,3.139,,613,EliseLabAboveTray3_18.raw,2.2686045,1.387012184,4.035608,-26.66608703,3.139,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.026739323,1.12043546,0.851842074,35.69402549,41.90216305,1.589659159,-28.06010694,0.366,1.589659159,0.366833734,0.000833734,8.518420744,0.071020993,8.33734275,1.077,-28.06010694,1.0803694,0.0033694,356.9402549,12.02674386,33.69399694
216,6,G,SUW,bryophyte,3,B7,3.224,,614,EliseLabAboveTray3_19.raw,2.370334,-2.30309682,3.983275,-27.57343166,3.224,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.027938376,1.105905865,0.866574941,34.30229111,39.58375609,-2.100449845,-28.96745157,0.366,-2.100449845,0.365487166,-0.000512834,8.665749415,-0.044440924,-5.128341654,1.077,-28.96745157,1.079371718,0.002371718,343.0229111,8.135536125,23.71717999
217,6,H,BCD,bryophyte,3,B8,3.286,,615,EliseLabAboveTray3_20.raw,2.77455975,2.461345653,4.4999675,-28.48061951,3.286,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.032702857,1.249358995,0.995217803,38.02066328,38.20335928,2.663992629,-29.87463942,0.366,2.663992629,0.367225766,0.001225766,9.952178028,0.121990374,12.25765594,1.077,-29.87463942,1.078374189,0.001374189,380.2066328,5.224756066,13.74188563
218,6,A,SCD,lichen,3,B9,3.277,,616,EliseLabAboveTray3_21.raw,10.152652,-0.176277479,4.737872,-24.66386687,3.277,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.119666094,1.315410167,3.651696476,40.14068256,10.99233817,0.026369496,-26.05788678,0.366,0.026369496,0.366263274,0.000263274,36.51696476,0.09613972,2.632741276,1.077,-26.05788678,1.082570894,0.005570894,401.4068256,22.36194778,55.70893756
219,6,C,SUD,lichen,3,B10,3.189,,617,EliseLabAboveTray3_22.raw,10.061715,-0.337886801,4.8190015,-25.73420056,3.189,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.118594248,1.337934746,3.718853807,41.95468002,11.28161584,-0.135239825,-27.12822047,0.366,-0.135239825,0.366204301,0.000204301,37.18853807,0.075976513,2.043008855,1.077,-27.12822047,1.081394046,0.004394046,419.5468002,18.43507822,43.94045721
220,6,D,SCW,lichen,3,B11,3.135,,618,EliseLabAboveTray3_23.raw,7.0085505,-0.876478253,4.438834,-24.41146417,3.135,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.082607565,1.232386053,2.635010046,39.31055991,14.91856168,-0.673831278,-25.80548408,0.366,-0.673831278,0.366007762,7.76E-06,26.35010046,0.002045214,0.077616929,1.077,-25.80548408,1.08284841,0.00584841,393.1055991,22.99042814,58.48410246
221,6,A,SCD,graminoid,3,B12,3.231,,619,EliseLabAboveTray3_24.raw,2.84049625,-1.094173298,4.6044845,-27.18796501,3.231,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.03348003,1.278376817,1.036212617,39.5659801,38.1832642,-0.891526322,-28.58198492,0.366,-0.891526322,0.365928322,-7.17E-05,10.36212617,-0.007427401,-0.716783476,1.077,-28.58198492,1.079795565,0.002795565,395.659801,11.0609267,27.95564947
,,,,,,,,PEACH,620,peach 2038u.raw,4.8029925,1.466248874,3.461116,-24.62146022,2.038,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.056611351,0.960935031,2.777789567,47.15088474,16.97424647,1.66889585,-26.01548013,0.366,1.66889585,0.366862648,0.000862648,27.77789567,0.239625564,8.626483676,1.077,-26.01548013,1.08261752,0.00561752,471.5088474,26.48710347,56.17519928
222,6,B,BUD,graminoid,3,C1,3.277,,621,EliseLabAboveTray3_25.raw,3.09861675,-0.611720698,4.55394,-27.87293252,3.277,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.036522414,1.264343777,1.114507605,38.5823551,34.61829684,-0.409073722,-29.26695243,0.366,-0.409073722,0.366104375,0.000104375,11.14507605,0.011632712,1.043753472,1.077,-29.26695243,1.079042394,0.002042394,385.823551,7.880036319,20.42393809
223,6,C,SUD,graminoid,3,C2,3.446,,622,EliseLabAboveTray3_26.raw,3.073097,16.73560427,4.8845475,-28.03649027,3.446,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.036221621,1.356132763,1.051120749,39.35382364,37.43986947,16.93825124,-29.43051018,0.366,16.93825124,0.372434243,0.006434243,10.51120749,0.676316659,64.34243257,1.077,-29.43051018,1.078862549,0.001862549,393.5382364,7.329840815,18.62548575
224,6,D,SCW,graminoid,3,C3,3.498,,623,EliseLabAboveTray3_27.raw,4.066059,-0.286228151,4.597497,-27.11656213,3.498,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.04792535,1.276436826,1.370078605,36.49047531,26.63385529,-0.083581175,-28.51058204,0.366,-0.083581175,0.366223152,0.000223152,13.70078605,0.030573547,2.231517741,1.077,-28.51058204,1.079874077,0.002874077,364.9047531,10.48764321,28.74076898
225,6,E,BCW,graminoid,3,C4,3.561,,624,EliseLabAboveTray3_28.raw,3.57836675,-1.253729423,4.765992,-27.63745671,3.561,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.042177076,1.323217329,1.184416611,37.1585883,31.37290372,-1.051082448,-29.03147662,0.366,-1.051082448,0.365870097,-0.000129903,11.84416611,-0.015385897,-1.299027442,1.077,-29.03147662,1.079301318,0.002301318,371.585883,8.551371777,23.01317722
226,6,F,BUW,graminoid,3,C5,3.368,,625,EliseLabAboveTray3_29.raw,5.75518,3.745017287,4.9611555,-27.09721297,3.368,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.067834484,1.377402004,2.014088,40.89673408,20.30533625,3.947664262,-28.49123289,0.366,3.947664262,0.367694182,0.001694182,20.14088,0.34122311,16.94181735,1.077,-28.49123289,1.079895352,0.002895352,408.9673408,11.84104608,28.95352489
227,6,G,SUW,graminoid,3,C6,3.955,,626,EliseLabAboveTray3_30.raw,5.314462,-1.255645125,5.672217,-26.13412997,3.955,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.06263988,1.574819226,1.583814927,39.81843807,25.14084025,-1.05299815,-27.52814988,0.366,-1.05299815,0.365869398,-0.000130602,15.83814927,-0.02068491,-1.306018127,1.077,-27.52814988,1.08095431,0.00395431,398.1843807,15.74544526,39.54310119
228,6,H,BCD,graminoid,3,C7,3.773,,627,EliseLabAboveTray3_31.raw,4.589428,3.369451711,5.2247945,-26.89767774,3.773,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.054094134,1.450598034,1.433716784,38.44680715,26.81617987,3.572098687,-28.29169765,0.366,3.572098687,0.367557137,0.001557137,14.33716784,0.22324935,15.57137036,1.077,-28.29169765,1.080114753,0.003114753,384.4680715,11.97523178,31.14753256
229,6,A,SCD,salix_stem,3,C8,3.9,,628,EliseLabAboveTray3_32.raw,6.530573,-5.508574633,6.1703065,-27.63653588,3.9,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.076973796,1.713107468,1.973687065,43.92583252,22.25572295,-5.305927658,-29.03055579,0.366,-5.305927658,0.364317416,-0.001682584,19.73687065,-0.332089421,-16.82583966,1.077,-29.03055579,1.07930233,0.00230233,439.2583252,10.11317726,23.02330243
230,6,C,SUD,salix_stem,3,C9,3.194,,629,EliseLabAboveTray3_33.raw,5.0341485,7.702218996,5.197762,-28.01375645,3.194,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.059335914,1.443092803,1.857730555,45.18136514,24.32073102,7.904865972,-29.40777636,0.366,7.904865972,0.36913815,0.00313815,18.57730555,0.582983782,31.38150368,1.077,-29.40777636,1.078887546,0.001887546,451.8136514,8.52819199,18.87546329
231,6,D,SCW,salix_stem,3,C10,3.202,,630,EliseLabAboveTray3_34.raw,3.624148,-5.574742362,5.2962765,-28.67420582,3.202,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.042716685,1.470444106,1.334062605,45.92267664,34.42317959,-5.372095386,-30.06822573,0.366,-5.372095386,0.36429327,-0.00170673,13.34062605,-0.22768851,-17.06730324,1.077,-30.06822573,1.078161322,0.001161322,459.2267664,5.33309922,11.61321511
233,6,G,SUW,salix_stem,3,C11,3.628,,631,EliseLabAboveTray3_35.raw,4.8655825,-7.27224303,5.854063,-27.5742399,3.628,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.05734908,1.625306465,1.580735388,44.7989654,28.34058486,-7.069596055,-28.96825982,0.366,-7.069596055,0.363673803,-0.002326197,15.80735388,-0.367710241,-23.26197314,1.077,-28.96825982,1.079370829,0.002370829,447.989654,10.62106986,23.70829274
234,6,H,BCD,salix_stem,3,C12,3.489,,632,EliseLabAboveTray3_36.raw,7.407067,-2.414702264,5.3843095,-28.20683732,3.489,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.087304753,1.494885354,2.502285833,42.84566792,17.1226114,-2.212055288,-29.60085724,0.366,-2.212055288,0.365446439,-0.000553561,25.02285833,-0.138516785,-5.535610005,1.077,-29.60085724,1.078675237,0.001675237,428.4566792,7.177665909,16.75237254
,,,,,,,,PEACH,633,peach 2587u.raw,6.192036,0.656064463,4.317569,-24.40665918,2.587,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.072983567,1.198718362,2.821166106,46.33623354,16.42449675,0.858711439,-25.80067909,0.366,0.858711439,0.366567005,0.000567005,28.21166106,0.159961501,5.670049009,1.077,-25.80067909,1.082853693,0.005853693,463.3623354,27.12381002,58.53693309
235,6,A,SCD,salix_leaf,3,D1,3.648,,634,EliseLabAboveTray3_37.raw,4.2484175,-5.085732528,5.810395,-28.45893821,3.648,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.050074751,1.613182598,1.372663144,44.22101419,32.21548884,-4.883085553,-29.85295813,0.366,-4.883085553,0.364471722,-0.001528278,13.72663144,-0.209781082,-15.28277951,1.077,-29.85295813,1.078398029,0.001398029,442.2101419,6.18222696,13.98029212
236,6,C,SUD,salix_leaf,3,D2,3.332,,635,EliseLabAboveTray3_38.raw,3.85654725,-5.341151596,5.3150665,-29.54120939,3.332,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.045455901,1.475660912,1.364222718,44.28754237,32.46357195,-5.138504621,-30.9352293,0.366,-5.138504621,0.364378513,-0.001621487,13.64222718,-0.221206929,-16.21486915,1.077,-30.9352293,1.077207955,0.000207955,442.8754237,0.920982378,2.079551785
237,6,D,SCW,salix_leaf,3,D3,3.919,,636,EliseLabAboveTray3_39.raw,4.5505035,-4.951030516,6.0243545,-29.13763087,3.919,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.053635343,1.672585743,1.368597691,42.67889113,31.18439511,-4.748383541,-30.53165078,0.366,-4.748383541,0.364520878,-0.001479122,13.68597691,-0.202432269,-14.79121805,1.077,-30.53165078,1.077651737,0.000651737,426.7889113,2.781539928,6.517366908
238,6,G,SUW,salix_leaf,3,D4,3.643,,637,EliseLabAboveTray3_40.raw,5.2890475,-6.279778327,5.7390685,-27.45938752,3.643,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.062340328,1.593379698,1.711236006,43.73811963,25.55937315,-6.077131352,-28.85340743,0.366,-6.077131352,0.364035983,-0.001964017,17.11236006,-0.336089723,-19.64017363,1.077,-28.85340743,1.079497118,0.002497118,437.3811963,10.92192329,24.97117705
239,5,E,BCD,salix_leaf,3,D5,3.254,,638,EliseLabAboveTray3_41.raw,4.989718,-1.88732935,5.080922,-28.98621762,3.254,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.058812226,1.410653656,1.807382474,43.35137234,23.98572133,-1.684682375,-30.38023753,0.366,-1.684682375,0.365638887,-0.000361113,18.07382474,-0.065267008,-3.611134258,1.077,-30.38023753,1.077818232,0.000818232,433.5137234,3.54714862,8.182321407
39,1,D,BCD,salix_leaf,3,D6,0.325,too small,639,EliseLabAboveTray3_42.raw,0.232223391,-15.66363297,0.569486563,-29.99088056,0.325,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.002737144,0.158110733,0.842198017,48.64945629,57.76486685,-15.460986,-31.38490047,0.366,-15.460986,0.360611429,-0.005388571,8.421980167,-0.45382437,-53.88570866,1.077,-31.38490047,1.076713485,-0.000286515,486.4945629,-1.393881124,-2.865152523
62,2,G,BUW,lichen,3,D7,0.418,det var alt der var,640,EliseLabAboveTray3_43.raw,1.452431875,-1.999450787,0.656663063,-24.4141479,0.418,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.017119354,0.182314184,4.095539351,43.61583356,10.64959455,-1.796803811,-25.80816781,0.366,-1.796803811,0.365597972,-0.000402028,40.95539351,-0.164652326,-4.020284314,1.077,-25.80816781,1.082845459,0.005845459,436.1583356,25.49545886,58.45459498
80,2,G,BUW,salix_leaf,3,D8,1.326,det var alt der var,641,EliseLabAboveTray3_44.raw,2.42306375,-2.150180556,2.35394325,-28.56183095,1.326,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.028559885,0.653542537,2.153837479,49.28676746,22.8832342,-1.94753358,-29.95585087,0.366,-1.94753358,0.365542968,-0.000457032,21.53837479,-0.098437335,-4.570323225,1.077,-29.95585087,1.078284889,0.001284889,492.8676746,6.332801369,12.84888763
146,4,A,BCW,lichen,3,D9,1.475,det var alt der var,642,EliseLabAboveTray3_45.raw,3.40345975,-1.933453709,2.09794,-22.15399002,1.475,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.040115502,0.582466476,2.719695058,39.4892526,14.51973539,-1.730806733,-23.54800993,0.366,-1.730806733,0.365622055,-0.000377945,27.19695058,-0.102789509,-3.77944979,1.077,-23.54800993,1.085330431,0.008330431,394.892526,32.89625084,83.30431366
147,4,B,SCW,lichen,3,D10,1.86,det var alt der var,643,EliseLabAboveTray3_46.raw,6.692364,-1.461912596,2.87535725,-23.31909276,1.86,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.078880775,0.798306531,4.240901872,42.91970598,10.12041949,-1.25926562,-24.71311267,0.366,-1.25926562,0.365794128,-0.000205872,42.40901872,-0.087308284,-2.058719736,1.077,-24.71311267,1.084049453,0.007049453,429.1970598,30.25604702,70.49453468
232,6,E,BCW,salix_stem,3,D11,1.049,det var alt der var,644,EliseLabAboveTray3_47.raw,1.070356875,-1.754269542,1.607161375,-27.65732634,1.049,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.012615957,0.446208005,1.202665155,42.53651145,35.36854067,-1.551622567,-29.05134625,0.366,-1.551622567,0.365687442,-0.000312558,12.02665155,-0.037590225,-3.125576985,1.077,-29.05134625,1.07927947,0.00227947,425.3651145,9.696068384,22.79469579
,,,,,,,,PEACH,645,peach 2318u.raw,5.4957205,2.863916601,3.86463925,-24.96349107,2.318,6.00764425,1.777353025,4.161223813,-24.63598009,2.511,2.511,0.011786683,0.277637337,0.064776317,1.072968152,2.794491669,46.28853114,16.56420437,3.066563577,-26.35751098,0.366,3.066563577,0.367372666,0.001372666,27.94491669,0.383590251,13.72665575,1.077,-26.35751098,1.082241455,0.005241455,462.8853114,24.26192646,52.41455251
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,391,peach 2299u.raw,5.76,2.03,3.95,-25.94,2.3,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.064,1.101,2.776,47.87,17.24,2.09,-26.04,0.366,2.09,0.367,0.001,27.8,0.3,10.2,1.08,-26.04,1.083,0.003,479,12.43,25.96
,,,,,,,,PEACH,404,peach 2631u.raw,6.56,1.91,4.35,-25.94,2.63,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.073,1.211,2.763,46.04,16.66,1.97,-26.04,0.366,1.97,0.367,0.001,27.6,0.3,9.7,1.08,-26.04,1.083,0.003,460,11.93,25.92
